    7	2011-07-12 08:47:53	2	0	1	0
    4	2011-07-12 08:49:37	2	0	1	0
    3	2011-07-12 09:01:03	2	0	1	0
    5	2011-07-12 09:54:46	2	0	1	0
    7	2011-07-12 09:55:49	2	0	1	0
    7	2011-07-12 09:56:30	2	0	1	0
    7	2011-07-12 09:56:34	2	0	1	0
    7	2011-07-12 09:56:38	2	0	1	0
    5	2011-07-12 09:56:54	2	1	1	0
    7	2011-07-12 09:57:06	2	1	1	0
    7	2011-07-12 09:57:17	2	0	1	0
    5	2011-07-12 11:23:53	2	0	1	0
    5	2011-07-12 11:24:07	2	1	1	0
    2	2011-07-12 11:58:10	2	0	1	0
    7	2011-07-12 12:13:22	2	0	1	0
    7	2011-07-12 12:58:06	2	0	1	0
    7	2011-07-12 14:54:02	2	0	1	0
    7	2011-07-12 14:54:22	2	0	1	0
    7	2011-07-12 14:54:49	2	1	1	0
    5	2011-07-12 17:25:56	2	0	1	0
    7	2011-07-12 17:26:07	2	0	1	0
    5	2011-07-12 20:21:50	2	0	1	0
    7	2011-07-13 08:35:43	2	0	1	0
    3	2011-07-13 08:57:56	2	0	1	0
    1	2011-07-13 09:02:06	2	0	1	0
    4	2011-07-13 10:02:41	2	0	1	0
    6	2011-07-13 10:15:30	2	0	1	0
    2	2011-07-13 10:15:49	2	0	1	0
    5	2011-07-13 12:54:29	2	0	1	0
    3	2011-07-13 15:57:08	2	1	1	0
    4	2011-07-13 15:58:34	2	1	1	0
    6	2011-07-13 17:54:34	2	0	1	0
    2	2011-07-13 19:39:28	2	0	1	0
    7	2011-07-13 21:13:40	2	1	1	0
    1	2011-07-13 21:39:06	2	0	1	0
    7	2011-07-14 08:48:11	2	0	1	0
    3	2011-07-14 08:55:40	2	0	1	0
    4	2011-07-14 09:15:59	2	0	1	0
    6	2011-07-14 09:20:42	2	0	1	0
    5	2011-07-14 09:39:11	2	0	1	0
    2	2011-07-14 10:44:59	2	0	1	0
    1	2011-07-14 11:42:53	2	0	1	0
    4	2011-07-14 16:58:30	2	1	1	0
    9	2011-07-14 17:02:53	2	0	1	0
    9	2011-07-14 17:03:08	2	0	1	0
    2	2011-07-14 17:48:46	2	0	1	0
    6	2011-07-14 17:49:07	2	1	1	0
    3	2011-07-14 17:49:59	2	1	1	0
    1	2011-07-14 17:50:05	2	1	1	0
    3	2011-07-14 17:50:20	2	0	1	0
    7	2011-07-14 17:50:52	2	1	1	0
    5	2011-07-16 09:03:28	2	0	1	0
    3	2011-07-16 09:03:36	2	0	1	0
    9	2011-07-16 09:04:06	2	0	1	0
   10	2011-07-16 09:05:14	2	0	1	0
    1	2011-07-16 09:05:57	2	0	1	0
    6	2011-07-16 10:19:09	2	0	1	0
    2	2011-07-16 13:32:40	2	0	1	0
    1	2011-07-16 16:23:14	2	1	1	0
    9	2011-07-16 16:41:48	2	1	1	0
    3	2011-07-16 17:07:58	2	1	1	0
    8	2011-07-16 17:08:21	2	0	1	0
    6	2011-07-16 17:20:16	2	1	1	0
    2	2011-07-16 17:47:35	2	0	1	0
    2	2011-07-16 17:48:05	2	5	1	0
    5	2011-07-16 17:51:51	2	1	1	0
    1	2011-07-17 09:16:29	2	0	1	0
    9	2011-07-17 09:16:54	2	0	1	0
    5	2011-07-17 09:18:15	2	0	1	0
    8	2011-07-17 09:18:40	2	0	1	0
    3	2011-07-17 11:17:36	2	0	1	0
    2	2011-07-17 13:10:03	2	0	1	0
    9	2011-07-17 16:19:54	2	1	1	0
    8	2011-07-17 17:10:13	2	0	1	0
    5	2011-07-17 18:41:22	2	0	1	0
    5	2011-07-17 18:41:33	2	1	1	0
    3	2011-07-17 19:22:15	2	1	1	0
    1	2011-07-17 20:06:57	2	1	1	0
    2	2011-07-17 20:07:53	2	1	1	0
    8	2011-07-18 09:10:23	2	0	1	0
    5	2011-07-18 10:03:23	2	0	1	0
    6	2011-07-18 10:41:48	2	0	1	0
    9	2011-07-18 10:45:32	2	0	1	0
    3	2011-07-18 11:44:33	2	0	1	0
    3	2011-07-18 13:03:26	2	0	1	0
    3	2011-07-18 13:03:34	2	1	1	0
    6	2011-07-18 13:03:54	2	4	1	0
    6	2011-07-18 13:04:03	2	5	1	0
    9	2011-07-18 16:53:30	2	1	1	0
   10	2011-07-18 16:56:01	2	1	1	0
    2	2011-07-18 18:41:49	2	0	1	0
    1	2011-07-18 18:41:56	2	0	1	0
    5	2011-07-18 19:01:03	2	1	1	0
    2	2011-07-18 21:49:21	2	1	1	0
    1	2011-07-18 21:51:45	2	1	1	0
    1	2011-07-19 09:12:52	2	0	1	0
    5	2011-07-19 09:13:18	2	0	1	0
    8	2011-07-19 09:13:37	2	1	1	0
    3	2011-07-19 09:43:47	2	0	1	0
    9	2011-07-19 09:44:01	2	0	1	0
    9	2011-07-19 09:44:10	2	0	1	0
    2	2011-07-19 10:10:36	2	0	1	0
    7	2011-07-19 11:20:28	2	0	1	0
    6	2011-07-19 11:20:45	2	0	1	0
    1	2011-07-19 11:25:22	2	1	1	0
    2	2011-07-19 11:32:34	2	1	1	0
    2	2011-07-19 13:14:00	2	0	1	0
    1	2011-07-19 14:14:22	2	0	1	0
    8	2011-07-19 17:09:57	2	1	1	0
    9	2011-07-19 17:30:17	2	1	1	0
    3	2011-07-19 17:43:17	2	1	1	0
    5	2011-07-19 17:43:26	2	1	1	0
    7	2011-07-19 17:43:32	2	1	1	0
    1	2011-07-19 17:52:51	2	1	1	0
    6	2011-07-19 17:54:25	2	1	1	0
    2	2011-07-19 18:15:14	2	0	1	0
    2	2011-07-19 18:15:21	2	1	1	0
    2	2011-07-20 09:03:55	2	0	1	0
    8	2011-07-20 09:04:15	2	4	1	0
    3	2011-07-20 09:04:20	2	4	1	0
    5	2011-07-20 09:44:39	2	0	1	0
    2	2011-07-20 09:52:22	2	1	1	0
    1	2011-07-20 10:48:21	2	0	1	0
    9	2011-07-20 10:48:47	2	0	1	0
    2	2011-07-20 10:58:04	2	0	1	0
    6	2011-07-20 10:58:15	2	0	1	0
    2	2011-07-20 12:51:41	2	0	1	0
    2	2011-07-20 13:16:37	2	0	1	0
    2	2011-07-20 16:02:48	2	1	1	0
    5	2011-07-20 16:42:11	2	1	1	0
    8	2011-07-20 16:55:47	2	0	1	0
    6	2011-07-20 17:17:54	2	1	1	0
    3	2011-07-20 17:23:23	2	1	1	0
    1	2011-07-20 17:38:21	2	1	1	0
    9	2011-07-20 17:38:23	2	1	1	0
    5	2011-07-21 09:08:53	2	0	1	0
    3	2011-07-21 09:10:18	2	0	1	0
    8	2011-07-21 09:10:32	2	4	1	0
    9	2011-07-21 09:13:07	2	0	1	0
    1	2011-07-21 10:10:38	2	0	1	0
    7	2011-07-21 12:18:31	2	0	1	0
    2	2011-07-21 12:54:51	2	0	1	0
    2	2011-07-21 14:57:31	2	0	1	0
    2	2011-07-21 14:57:53	2	3	1	0
    3	2011-07-21 14:59:00	2	3	1	0
    3	2011-07-21 15:04:32	2	2	1	0
    2	2011-07-21 15:42:49	2	0	1	0
    8	2011-07-21 17:20:12	2	4	1	0
    5	2011-07-21 18:05:42	2	1	1	0
    3	2011-07-21 18:32:29	2	1	1	0
    9	2011-07-21 19:33:35	2	1	1	0
    1	2011-07-21 19:49:50	2	1	1	0
    2	2011-07-21 19:51:01	2	1	1	0
    7	2011-07-22 00:17:14	2	1	1	0
    8	2011-07-23 09:10:14	2	4	1	0
    3	2011-07-23 09:19:45	2	0	1	0
    6	2011-07-23 09:34:58	2	0	1	0
    5	2011-07-23 10:51:20	2	0	1	0
    9	2011-07-23 11:04:20	2	0	1	0
    1	2011-07-23 11:38:35	2	0	1	0
    3	2011-07-23 12:55:42	2	3	1	0
    6	2011-07-23 12:57:03	2	5	1	0
    2	2011-07-23 12:58:36	2	0	1	0
    3	2011-07-23 13:16:49	2	0	1	0
    6	2011-07-23 13:16:58	2	0	1	0
    8	2011-07-23 17:03:21	2	4	1	0
    9	2011-07-23 17:59:22	2	1	1	0
    2	2011-07-23 19:41:54	2	0	1	0
    2	2011-07-23 19:42:06	2	1	1	0
    1	2011-07-23 20:02:53	2	1	1	0
    5	2011-07-23 20:58:54	2	1	1	0
    7	2011-07-24 09:06:27	2	0	1	0
    8	2011-07-24 09:11:56	2	1	1	0
    8	2011-07-24 09:49:52	2	4	1	0
    1	2011-07-24 10:13:46	2	0	1	0
    6	2011-07-24 10:52:17	2	0	1	0
    5	2011-07-24 12:04:03	2	0	1	0
    2	2011-07-24 13:00:33	2	0	1	0
    9	2011-07-24 13:05:11	2	0	1	0
    8	2011-07-24 16:59:53	2	4	1	0
    9	2011-07-24 18:12:00	2	0	1	0
    1	2011-07-24 19:48:12	2	1	1	0
    2	2011-07-24 19:49:24	2	1	1	0
    8	2011-07-25 09:05:09	2	4	1	0
    6	2011-07-25 10:19:48	2	0	1	0
    9	2011-07-25 10:20:09	2	0	1	0
    1	2011-07-25 11:35:31	2	0	1	0
    5	2011-07-25 12:13:29	2	0	1	0
    2	2011-07-25 12:36:15	2	0	1	0
    8	2011-07-25 17:06:26	2	0	1	0
    9	2011-07-25 17:13:09	2	1	1	0
    2	2011-07-25 18:57:36	2	0	1	0
    1	2011-07-25 18:58:44	2	1	1	0
    2	2011-07-25 18:58:57	2	0	1	0
    2	2011-07-25 18:59:04	2	1	1	0
    6	2011-07-25 19:15:40	2	5	1	0
    7	2011-07-25 19:23:56	2	1	1	0
    7	2011-07-26 09:08:22	2	0	1	0
    8	2011-07-26 09:16:17	2	4	1	0
    1	2011-07-26 10:55:39	2	0	1	0
    6	2011-07-26 11:10:14	2	0	1	0
    2	2011-07-26 13:19:44	2	0	1	0
    2	2011-07-26 14:00:33	2	1	1	0
    1	2011-07-26 14:00:40	2	1	1	0
    2	2011-07-26 14:20:23	2	0	1	0
    1	2011-07-26 14:20:35	2	0	1	0
    2	2011-07-26 15:57:26	2	1	1	0
    2	2011-07-26 16:18:38	2	0	1	0
    6	2011-07-26 17:00:01	2	5	1	0
    8	2011-07-26 17:01:18	2	4	1	0
    7	2011-07-26 17:55:29	2	1	1	0
    1	2011-07-26 18:49:00	2	1	1	0
    2	2011-07-26 18:55:48	2	1	1	0
    5	2011-07-27 09:10:59	2	0	1	0
    2	2011-07-27 09:11:08	2	0	1	0
    1	2011-07-27 09:45:44	2	0	1	0
    9	2011-07-27 09:46:45	2	0	1	0
    6	2011-07-27 10:25:42	2	0	1	0
    2	2011-07-27 10:34:33	2	1	1	0
    1	2011-07-27 10:34:37	2	1	1	0
    2	2011-07-27 10:50:56	2	0	1	0
    2	2011-07-27 11:28:11	2	1	1	0
    7	2011-07-27 11:28:44	2	0	1	0
    1	2011-07-27 11:58:27	2	0	1	0
    2	2011-07-27 12:01:55	2	0	1	0
    6	2011-07-27 12:06:02	2	2	1	0
    6	2011-07-27 12:21:06	2	3	1	0
    9	2011-07-27 14:47:25	2	1	1	0
    9	2011-07-27 14:59:05	2	0	1	0
    2	2011-07-27 15:51:02	2	1	1	0
    2	2011-07-27 15:57:57	2	0	1	0
    5	2011-07-27 16:41:25	2	0	1	0
    2	2011-07-27 17:14:34	2	1	1	0
    6	2011-07-27 17:18:13	2	5	1	0
    2	2011-07-27 17:47:02	2	0	1	0
    2	2011-07-27 18:01:25	2	1	1	0
    1	2011-07-27 18:01:35	2	1	1	0
    9	2011-07-27 18:01:46	2	1	1	0
